subject	subject_value	predicate	object	object_value
MONDO:0014306	vasculitis due to ADA2 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/M30.8>	
MONDO:0014309	obesity due to CEP19 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/E66.8>	
MONDO:0014310	hereditary sclerosing poikiloderma with tendon and pulmonary involvement	skos:narrowMatch	<https://icd.codes/icd10cm/Q82.8>	
MONDO:0014311	autosomal recessive spinocerebellar ataxia 15	skos:narrowMatch	<https://icd.codes/icd10cm/G11.1>	
MONDO:0014313	autosomal recessive primary immunodeficiency with defective spontaneous natural killer cell cytotoxicity	skos:narrowMatch	<https://icd.codes/icd10cm/D84.8>	
MONDO:0014314	sacral agenesis-abnormal ossification of the vertebral bodies-persistent notochordal canal syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.5>	
MONDO:0014327	palmoplantar keratoderma, nonepidermolytic, focal or diffuse	skos:narrowMatch	<https://icd.codes/icd10cm/Q82.8>	
MONDO:0014331	Moyamoya disease with early-onset achalasia	skos:narrowMatch	<https://icd.codes/icd10cm/I67.5>	
MONDO:0014332	hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/E74.8>	
MONDO:0014334	severe combined immunodeficiency due to LCK deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D81.1>	
MONDO:0014335	diffuse cerebral and cerebellar atrophy - intractable seizures - progressive microcephaly syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/G98>	
MONDO:0014336	intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.0>	
MONDO:0014339	autosomal recessive spinocerebellar ataxia 16	skos:narrowMatch	<https://icd.codes/icd10cm/G11.1>	
MONDO:0014342	female infertility due to zona pellucida defect	skos:narrowMatch	<https://icd.codes/icd10cm/N97.8>	
MONDO:0014349	pontocerebellar hypoplasia type 10	skos:narrowMatch	<https://icd.codes/icd10cm/Q04.3>	
MONDO:0014351	pontocerebellar hypoplasia type 9	skos:narrowMatch	<https://icd.codes/icd10cm/Q04.3>	
MONDO:0014353	immunodeficiency 23	skos:narrowMatch	<https://icd.codes/icd10cm/E77.8>	
MONDO:0014358	AHDC1-related intellectual disability - obstructive sleep apnea - mild dysmorphism syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0014369	postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0014371	developmental and epileptic encephalopathy, 23	skos:narrowMatch	<https://icd.codes/icd10cm/G40.4>	
MONDO:0014375	congenital diarrhea 7 with exudative enteropathy	skos:narrowMatch	<https://icd.codes/icd10cm/P78.3>	
MONDO:0014379	ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.0>	
MONDO:0014380	colobomatous microphthalmia-rhizomelic dysplasia syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.5>	
MONDO:0014382	tall stature-intellectual disability-facial dysmorphism syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.3>	
MONDO:0014386	platelet-type bleeding disorder 18	skos:narrowMatch	<https://icd.codes/icd10cm/D69.1>	
MONDO:0014388	familial median cleft of the upper and lower lips	skos:narrowMatch	<https://icd.codes/icd10cm/Q36.1>	
MONDO:0014391	severe combined immunodeficiency due to CTPS1 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D81.2>	
MONDO:0014397	combined oxidative phosphorylation defect type 20	skos:narrowMatch	<https://icd.codes/icd10cm/G31.8>	
MONDO:0014398	combined oxidative phosphorylation defect type 21	skos:narrowMatch	<https://icd.codes/icd10cm/E88.8>	
MONDO:0014399	ataxia-telangiectasia-like disorder 2	skos:narrowMatch	<https://icd.codes/icd10cm/G11.3>	
MONDO:0014402	severe neurodegenerative syndrome with lipodystrophy	skos:narrowMatch	<https://icd.codes/icd10cm/G31.8>	
MONDO:0014403	short stature due to GHSR deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/E34.3>	
MONDO:0014405	STING-associated vasculopathy with onset in infancy	skos:narrowMatch	<https://icd.codes/icd10cm/M35.8>	
MONDO:0014410	spinocerebellar ataxia type 37	skos:narrowMatch	<https://icd.codes/icd10cm/G11.8>	
MONDO:0014413	orofaciodigital syndrome type 14	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.0>	
MONDO:0014414	STAT3-related early-onset multisystem autoimmune disease	skos:narrowMatch	<https://icd.codes/icd10cm/M35.8>	
MONDO:0014417	spinocerebellar ataxia type 38	skos:narrowMatch	<https://icd.codes/icd10cm/G11.8>	
MONDO:0014419	ataxia - intellectual disability - oculomotor apraxia - cerebellar cysts syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/G11.1>	
MONDO:0014420	short stature due to primary acid-labile subunit deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/E34.3>	
MONDO:0014421	glucocorticoid resistance	skos:narrowMatch	<https://icd.codes/icd10cm/E25.8>	
MONDO:0014423	severe combined immunodeficiency due to DNA-PKcs deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D81.1>	
MONDO:0014429	autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D84.8>	
MONDO:0014431	LIPE-related familial partial lipodystrophy	skos:narrowMatch	<https://icd.codes/icd10cm/E88.1>	
MONDO:0014449	congenital analbuminemia	skos:narrowMatch	<https://icd.codes/icd10cm/R77.0>	
MONDO:0014452	familial dysfibrinogenemia	skos:narrowMatch	<https://icd.codes/icd10cm/D68.2>	
MONDO:0014455	cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0014460	nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q82.8>	
MONDO:0014464	progressive encephalopathy with leukodystrophy due to DECR deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/G31.8>	
MONDO:0014467	Charcot-Marie-Tooth disease recessive intermediate D	skos:narrowMatch	<https://icd.codes/icd10cm/G60.0>	
MONDO:0014471	mitochondrial proton-transporting ATP synthase complex deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/E88.8>	
MONDO:0014472	periodic fever-infantile enterocolitis-autoinflammatory syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/E85.0>	
MONDO:0014475	spinocerebellar ataxia type 40	skos:narrowMatch	<https://icd.codes/icd10cm/G11.8>	
MONDO:0014476	episodic ataxia type 8	skos:narrowMatch	<https://icd.codes/icd10cm/G11.8>	
MONDO:0014487	congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/D64.0>	
MONDO:0014490	ketoacidosis due to monocarboxylate transporter-1 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/E88.8>	
MONDO:0014492	woolly hair-palmoplantar keratoderma syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q82.8>	
MONDO:0014493	autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency	skos:narrowMatch	<https://icd.codes/icd10cm/D47.9>	
MONDO:0014495	retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome	skos:broadMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0014495	retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/Q87.8>	Other specified congenital malformation syndromes, not elsewhere classified
MONDO:0014500	atrial conduction disease	skos:narrowMatch	<https://icd.codes/icd10cm/I45.8>	
MONDO:0014502	mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D84.8>	
MONDO:0014503	autosomal recessive spinocerebellar ataxia 17	skos:narrowMatch	<https://icd.codes/icd10cm/G11.1>	
MONDO:0014506	hypomyelinating leukodystrophy 9	skos:narrowMatch	<https://icd.codes/icd10cm/E75.2>	
MONDO:0014507	Catel-Manzke syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0014510	fatty acyl-CoA reductase 1 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/E71.3>	
MONDO:0014511	Charcot-Marie-Tooth disease axonal type 2S	skos:narrowMatch	<https://icd.codes/icd10cm/G60.0>	
MONDO:0014512	PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome due to a point mutation	skos:narrowMatch	<https://icd.codes/icd10cm/G40.4>	
MONDO:0014518	platelet-type bleeding disorder 19	skos:narrowMatch	<https://icd.codes/icd10cm/D69.4>	
MONDO:0014520	46,XX ovarian dysgenesis-short stature syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q96.8>	
MONDO:0014521	progressive myoclonic epilepsy type 7	skos:narrowMatch	<https://icd.codes/icd10cm/G40.3>	
MONDO:0014525	combined oxidative phosphorylation defect type 23	skos:narrowMatch	<https://icd.codes/icd10cm/I42.2>	
MONDO:0014528	chronic atrial and intestinal dysrhythmia	skos:narrowMatch	<https://icd.codes/icd10cm/K59.8>	
MONDO:0014529	cerebellar-facial-dental syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.0>	
MONDO:0014530	autosomal recessive spinocerebellar ataxia 18	skos:narrowMatch	<https://icd.codes/icd10cm/G11.1>	
MONDO:0014532	autosomal dominant mitochondrial myopathy with exercise intolerance	skos:narrowMatch	<https://icd.codes/icd10cm/G71.3>	
MONDO:0014545	progressive myoclonic epilepsy type 8	skos:narrowMatch	<https://icd.codes/icd10cm/G40.3>	
MONDO:0014546	myopathy due to calsequestrin and SERCA1 protein overload	skos:narrowMatch	<https://icd.codes/icd10cm/G71.8>	
MONDO:0014547	combined oxidative phosphorylation defect type 24	skos:narrowMatch	<https://icd.codes/icd10cm/G71.3>	
MONDO:0014555	peeling skin syndrome type A	skos:narrowMatch	<https://icd.codes/icd10cm/Q80.8>	
MONDO:0014556	congenital contractures of the limbs and face, hypotonia, and developmental delay	skos:closeMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0014561	3-methylglutaconic aciduria with cataracts, neurologic involvement and neutropenia	skos:narrowMatch	<https://icd.codes/icd10cm/E71.1>	
MONDO:0014566	Charcot-Marie-Tooth disease axonal type 2U	skos:narrowMatch	<https://icd.codes/icd10cm/G60.0>	
MONDO:0014572	Lichtenstein-Knorr syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/G11.1>	
MONDO:0014574	peeling skin-leukonuchia-acral punctate keratoses-cheilitis-knuckle pads syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q82.8>	
MONDO:0014576	lipoyl transferase 1 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/E88.8>	
MONDO:0014601	autosomal recessive spinocerebellar ataxia 20	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0014608	mandibulofacial dysostosis with alopecia	skos:narrowMatch	<https://icd.codes/icd10cm/Q75.4>	
MONDO:0014609	cognitive impairment - coarse facies - heart defects - obesity - pulmonary involvement - short stature - skeletal dysplasia syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0014626	spinocerebellar ataxia type 41	skos:narrowMatch	<https://icd.codes/icd10cm/G11.2>	
MONDO:0014627	dystonia 27	skos:narrowMatch	<https://icd.codes/icd10cm/G24.1>	
MONDO:0014629	autoimmune interstitial lung disease-arthritis syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/J84.8>	
MONDO:0014630	NTHL1-related attenuated familial adenomatous polyposis	skos:narrowMatch	<https://icd.codes/icd10cm/D12.6>	
MONDO:0014636	combined oxidative phosphorylation defect type 25	skos:narrowMatch	<https://icd.codes/icd10cm/E88.8>	
MONDO:0014637	DOCK2 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D81.8>	
MONDO:0014647	developmental and epileptic encephalopathy, 50	skos:narrowMatch	<https://icd.codes/icd10cm/E77.8>	
MONDO:0014665	Charcot-Marie-Tooth disease axonal type 2V	skos:narrowMatch	<https://icd.codes/icd10cm/G60.0>	
MONDO:0014685	progressive myoclonic epilepsy type 9	skos:narrowMatch	<https://icd.codes/icd10cm/G40.3>	
MONDO:0014701	spondyloepiphyseal dysplasia, Stanescu type	skos:narrowMatch	<https://icd.codes/icd10cm/Q77.7>	
MONDO:0014708	ring chromosome 14	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.2>	
MONDO:0014715	primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection	skos:narrowMatch	<https://icd.codes/icd10cm/D84.8>	
MONDO:0014717	early-onset Lafora body disease	skos:narrowMatch	<https://icd.codes/icd10cm/G40.3>	
MONDO:0014719	developmental and epileptic encephalopathy, 35	skos:narrowMatch	<https://icd.codes/icd10cm/G40.4>	
MONDO:0014722	Roifman syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q77.7>	
MONDO:0014725	spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q02>	
MONDO:0014733	Charcot-Marie-Tooth disease type 4K	skos:narrowMatch	<https://icd.codes/icd10cm/G60.0>	
MONDO:0014735	Charcot-Marie-Tooth disease type 2Y	skos:narrowMatch	<https://icd.codes/icd10cm/G60.0>	
MONDO:0014773	cardiac anomalies - developmental delay - facial dysmorphism syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0014776	spinocerebellar ataxia type 42	skos:narrowMatch	<https://icd.codes/icd10cm/G11.8>	
MONDO:0014803	spasticity-ataxia-gait anomalies syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/E88.8>	
MONDO:0014804	sideroblastic anemia 3	skos:narrowMatch	<https://icd.codes/icd10cm/D64.0>	
MONDO:0014810	pancytopenia due to IKZF1 mutations	skos:narrowMatch	<https://icd.codes/icd10cm/D81.8>	
MONDO:0014821	complex lethal osteochondrodysplasia	skos:narrowMatch	<https://icd.codes/icd10cm/Q78.8>	
MONDO:0014822	15q14 microdeletion syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>	
MONDO:0014831	progeroid and marfanoid aspect-lipodystrophy syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/E88.1>	
MONDO:0014846	autosomal recessive cerebellar ataxia - epilepsy - intellectual disability syndrome due to TUD deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/G11.1>	
MONDO:0014866	Charcot-Marie-Tooth disease axonal type 2T	skos:narrowMatch	<https://icd.codes/icd10cm/G60.0>	
MONDO:0014870	NEK9-related lethal skeletal dysplasia	skos:narrowMatch	<https://icd.codes/icd10cm/Q77.2>	
MONDO:0014873	nevus comedonicus syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q82.5>	
MONDO:0014899	adult-onset multiple mitochondrial DNA deletion syndrome due to DGUOK deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/G71.3>	
MONDO:0015010	atypical glycine encephalopathy	skos:narrowMatch	<https://icd.codes/icd10cm/E72.5>	
MONDO:0015027	familial isolated hyperparathyroidism	skos:narrowMatch	<https://icd.codes/icd10cm/E21.0>	
MONDO:0015028	48,XXYY syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q98.8>	
MONDO:0015034	lissencephaly with cerebellar hypoplasia type A	skos:narrowMatch	<https://icd.codes/icd10cm/Q04.3>	
MONDO:0015035	lissencephaly with cerebellar hypoplasia type B	skos:narrowMatch	<https://icd.codes/icd10cm/Q04.3>	
MONDO:0015036	lissencephaly with cerebellar hypoplasia type C	skos:narrowMatch	<https://icd.codes/icd10cm/Q04.3>	
MONDO:0015037	lissencephaly with cerebellar hypoplasia type D	skos:narrowMatch	<https://icd.codes/icd10cm/Q04.3>	
MONDO:0015038	lissencephaly with cerebellar hypoplasia type E	skos:narrowMatch	<https://icd.codes/icd10cm/Q04.3>	
MONDO:0015039	lissencephaly with cerebellar hypoplasia type F	skos:narrowMatch	<https://icd.codes/icd10cm/Q04.3>	
MONDO:0015040	myelodysplastic syndrome with excess blasts-1	skos:narrowMatch	<https://icd.codes/icd10cm/D46.2>	
MONDO:0015041	myelodysplastic syndrome with excess blasts-2	skos:narrowMatch	<https://icd.codes/icd10cm/D46.2>	
MONDO:0015045	alpha-heavy chain disease	skos:narrowMatch	<https://icd.codes/icd10cm/C88.3>	
MONDO:0015047	amelogenesis imperfecta type 1	skos:narrowMatch	<https://icd.codes/icd10cm/K00.5>	
MONDO:0015048	amelogenesis imperfecta type 2	skos:narrowMatch	<https://icd.codes/icd10cm/K00.5>	
MONDO:0015049	solitary necrotic nodule of the liver	skos:narrowMatch	<https://icd.codes/icd10cm/D13.4>	
MONDO:0015050	esophageal duplication cyst	skos:narrowMatch	<https://icd.codes/icd10cm/Q39.8>	
MONDO:0015051	tubular duplication of the esophagus	skos:narrowMatch	<https://icd.codes/icd10cm/Q39.8>	
MONDO:0015053	hereditary angioedema type 1	skos:narrowMatch	<https://icd.codes/icd10cm/D84.1>	
MONDO:0015054	hereditary angioedema type 2	skos:narrowMatch	<https://icd.codes/icd10cm/D84.1>	
MONDO:0015055	acquired angioedema type 2	skos:narrowMatch	<https://icd.codes/icd10cm/T78.3>	
MONDO:0015056	acquired angioedema type 1	skos:narrowMatch	<https://icd.codes/icd10cm/T78.3>	
MONDO:0015057	renin-angiotensin-aldosterone system-blocker-induced angioedema	skos:narrowMatch	<https://icd.codes/icd10cm/T78.3>	
MONDO:0015059	progressive non-fluent aphasia	skos:narrowMatch	<https://icd.codes/icd10cm/G31.0>	
MONDO:0015060	mosaic trisomy 3	skos:narrowMatch	<https://icd.codes/icd10cm/Q92.1>	
MONDO:0015061	neurogenic thoracic outlet syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/G54.0>	
MONDO:0015066	neuroendocrine tumor of the appendix, well differentiated, low or intermediate grade	skos:narrowMatch	<https://icd.codes/icd10cm/D37.3>	
MONDO:0015066	neuroendocrine tumor of the appendix, well differentiated, low or intermediate grade	skos:narrowMatch	<https://icd.codes/icd10cm/C18.1>	
MONDO:0015072	liver neuroendocrine carcinoma	skos:narrowMatch	<https://icd.codes/icd10cm/C22.7>	
MONDO:0015073	gallbladder neuroendocrine tumor, grade 1/2	skos:narrowMatch	<https://icd.codes/icd10cm/C23>	
MONDO:0015076	obsolete rare parathyroid tumor	skos:broadMatch	<https://icd.codes/icd10cm/D44.2>	
MONDO:0015076	obsolete rare parathyroid tumor	skos:broadMatch	<https://icd.codes/icd10cm/C75.0>	
MONDO:0015076	obsolete rare parathyroid tumor	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/D44.2>	Neoplasm of uncertain behavior of parathyroid gland
MONDO:0015076	obsolete rare parathyroid tumor	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/C75.0>	Malignant neoplasm of parathyroid gland
MONDO:0015079	multiple polyglandular tumor	skos:exactMatch	<http://apps.who.int/classifications/icd10/browse/2010/en#/D44.8>	
MONDO:0015085	bathing suit ichthyosis	skos:narrowMatch	<https://icd.codes/icd10cm/Q80.2>	
MONDO:0015086	cloverleaf skull-asphyxiating thoracic dysplasia syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.5>	
MONDO:0015092	cleft hard palate	skos:exactMatch	<https://icd.codes/icd10cm/Q35.1>	
MONDO:0015092	cleft hard palate	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/Q35.1>	Cleft hard palate
MONDO:0015093	sub-cortical nodular heterotopia	skos:narrowMatch	<https://icd.codes/icd10cm/Q04.8>	
MONDO:0015094	subependymal nodular heterotopia	skos:narrowMatch	<https://icd.codes/icd10cm/Q04.8>	
MONDO:0015095	Peters anomaly-cataract syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q13.3>	
MONDO:0015096	familial hypofibrinogenemia	skos:narrowMatch	<https://icd.codes/icd10cm/D68.2>	
MONDO:0015097	aortic valve dysplasia	skos:narrowMatch	<https://icd.codes/icd10cm/Q23.0>	
MONDO:0015099	unilateral hemispheric polymicrogyria	skos:narrowMatch	<https://icd.codes/icd10cm/Q04.3>	
MONDO:0015101	Marin-Amat syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q07.8>	
MONDO:0015103	pulmonary valve agenesis-tetralogy of fallot-absence of ductus arteriosus syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q22.2>	
MONDO:0015109	congenital anomaly of the mitral subvalvular apparatus	skos:narrowMatch	<https://icd.codes/icd10cm/Q23.8>	
MONDO:0015123	obsolete rare inherited dyslipidemia	skos:broadMatch	<https://icd.codes/icd10cm/E78.9>	
MONDO:0015123	obsolete rare inherited dyslipidemia	skos:broadMatch	<https://icd.codes/icd10cm/E78.8>	
